draw_date,n1,n2,n3,n4,n5,n6,special_no
2019/02/07,13,28,33,34,36,44,
2019/02/07,10,15,16,24,42,48,
2019/02/08,6,7,12,13,37,42,
2019/02/08,1,13,17,25,31,45,
2019/02/08,4,28,39,40,44,49,
2019/02/09,3,5,8,11,12,47,
2019/02/09,11,18,20,22,27,38,
2019/02/09,3,13,21,35,40,41,
2019/02/10,6,7,27,32,37,40,
2019/02/10,6,13,18,22,24,46,
2019/02/10,5,12,24,29,31,45,
2019/02/11,10,14,17,23,25,36,
2019/02/11,3,8,25,31,41,43,
2019/02/11,3,5,15,16,18,29,
2019/02/12,1,6,18,27,33,37,
2019/02/12,5,14,21,27,33,35,
2019/02/12,2,3,22,25,32,44,
2019/02/13,20,21,23,24,32,46,
2019/02/13,2,3,5,23,27,34,
2019/02/13,6,7,10,11,24,47,
2019/02/14,2,7,8,18,22,26,
2019/02/14,2,19,27,34,38,49,
2019/02/14,8,10,16,18,39,41,
2019/02/15,18,19,27,29,35,43,
2019/02/15,9,16,30,36,45,47,
2019/02/15,5,17,31,37,38,43,
2019/02/16,2,13,16,17,27,45,
2019/02/16,8,15,17,29,40,45,
2019/02/16,8,18,29,38,39,45,
2019/02/17,2,8,27,32,39,47,
2019/02/17,11,16,24,38,44,48,
2019/02/17,3,22,25,31,35,47,
2019/02/18,17,19,23,26,37,43,
2019/02/18,24,30,32,36,45,47,
2019/02/18,1,2,5,6,8,21,
2019/02/19,12,14,21,23,31,37,
2019/02/19,4,10,34,36,41,45,
2019/02/19,3,5,6,8,9,49,
2019/02/20,2,18,21,22,32,42,
2019/02/20,2,4,32,35,38,41,
2019/02/20,2,7,9,23,24,28,
2019/02/21,5,12,18,28,35,47,
2019/02/21,7,11,15,20,21,30,
2019/02/21,3,10,14,28,41,47,
2019/02/22,12,18,21,25,32,48,
2019/02/22,7,9,26,37,47,49,
2019/02/22,4,11,30,47,48,49,
2019/02/23,3,6,7,22,41,43,
2019/02/23,4,12,17,34,46,49,
2019/02/23,8,10,12,14,31,43,
2019/02/24,6,16,20,22,28,42,
2019/02/24,17,19,22,29,43,45,
2019/02/24,22,24,27,34,39,43,
2019/02/25,9,17,20,24,34,40,
2019/02/25,5,29,35,39,47,49,
2019/02/25,1,7,10,15,41,42,
2019/02/26,9,22,30,32,44,45,
2019/02/26,11,21,30,35,41,43,
2019/02/26,1,15,26,39,42,46,
2019/02/27,15,17,18,25,35,37,
2019/02/27,24,27,32,33,37,43,
2019/02/27,1,6,12,13,20,32,
2019/02/28,2,5,9,19,24,30,
2019/02/28,9,16,19,29,32,41,
2019/02/28,9,14,29,34,40,49,
2019/03/01,7,21,27,33,40,49,
2019/03/01,4,8,14,17,38,39,
2019/03/01,3,7,33,35,41,46,
2019/03/02,7,12,32,37,43,49,
2019/03/02,3,17,26,28,41,47,
2019/03/02,4,6,11,14,31,49,
2019/03/03,4,6,9,16,39,47,
2019/03/03,25,27,28,31,32,42,
2019/03/03,8,27,30,33,37,46,
2019/03/04,14,23,33,36,37,46,
2019/03/04,2,6,10,16,19,30,
2019/03/04,13,31,38,42,44,47,
2019/03/05,7,10,37,44,46,49,
2019/03/05,1,2,22,26,34,46,
2019/03/05,2,10,16,19,20,38,
2019/03/06,7,11,28,29,37,42,
2019/03/06,5,7,18,33,39,42,
2019/03/06,7,16,23,24,36,49,
2019/03/07,9,17,19,42,45,48,
2019/03/07,3,4,7,17,36,48,
2019/03/07,10,14,17,27,30,40,
2019/03/08,1,3,9,25,34,39,
2019/03/08,4,7,12,16,26,40,
2019/03/08,1,10,11,26,29,43,
2019/03/09,10,26,28,29,34,46,
2019/03/09,1,2,4,26,34,42,
2019/03/09,1,22,25,30,31,41,
2019/03/10,9,12,19,27,42,46,
2019/03/10,4,15,17,26,33,39,
2019/03/10,2,18,26,32,44,47,
2019/03/11,3,8,17,19,24,25,
2019/03/11,5,18,23,25,31,33,
2019/03/11,7,11,13,14,15,38,
2019/03/12,17,18,31,39,42,47,
2019/03/12,10,18,20,31,32,46,
2019/03/12,12,22,30,33,42,49,
2019/03/13,5,12,16,20,36,44,
2019/03/13,3,4,22,37,44,48,
2019/03/13,14,17,39,41,47,48,
2019/03/14,4,6,14,15,20,47,
2019/03/14,2,16,22,24,31,36,
2019/03/14,7,14,20,22,30,41,
2019/03/15,2,25,28,31,34,49,
2019/03/15,2,6,25,33,46,49,
2019/03/15,22,25,26,27,31,41,
2019/03/16,16,18,19,22,27,34,
2019/03/16,18,35,37,40,42,45,
2019/03/16,10,11,14,23,24,44,
2019/03/17,3,7,16,24,25,46,
2019/03/17,6,17,32,33,42,45,
2019/03/17,7,21,23,27,45,47,
2019/03/18,5,9,18,33,42,45,
2019/03/18,9,19,20,23,44,48,
2019/03/18,16,20,25,32,38,42,
2019/03/19,12,26,31,36,41,45,
2019/03/19,6,14,19,35,37,47,
2019/03/19,14,29,35,36,45,47,
2019/03/20,10,13,21,30,34,40,
2019/03/20,3,13,20,33,44,45,
2019/03/20,6,7,14,26,36,39,
2019/03/21,4,28,30,39,42,47,
2019/03/21,14,15,23,25,38,41,
2019/03/21,4,15,27,38,42,46,
2019/03/22,1,7,18,29,35,41,
2019/03/22,19,32,39,40,47,49,
2019/03/22,4,9,17,25,38,46,
2019/03/23,1,4,25,29,38,49,
2019/03/23,5,34,35,38,44,49,
2019/03/23,10,14,20,39,41,44,
2019/03/24,8,11,17,26,40,43,
2019/03/24,1,2,12,18,25,30,
2019/03/24,3,30,35,37,40,41,
2019/03/25,14,18,20,31,32,39,
2019/03/25,12,14,27,30,32,49,
2019/03/25,12,22,29,39,40,47,
2019/03/26,10,22,24,29,35,45,
2019/03/26,14,17,25,39,47,48,
2019/03/26,5,12,32,36,41,46,
2019/03/27,1,21,23,31,42,48,
2019/03/27,8,13,26,27,28,41,
2019/03/27,8,18,19,42,47,49,
2019/03/28,9,14,17,26,41,46,
2019/03/28,7,17,18,20,24,31,
2019/03/28,3,20,22,25,29,32,
2019/03/29,5,11,13,27,29,36,
2019/03/29,12,28,30,42,44,47,
2019/03/29,3,20,21,42,43,45,
2019/03/30,9,20,23,39,40,41,
2019/03/30,4,11,12,13,30,43,
2019/03/30,8,14,15,16,30,34,
2019/03/31,3,10,20,23,32,41,
2019/03/31,25,36,41,44,45,48,
2019/03/31,2,7,8,16,25,39,
2019/04/01,1,16,39,45,46,48,
2019/04/01,1,9,12,17,27,30,
2019/04/01,5,27,31,37,48,49,
2019/04/02,3,15,16,31,40,49,
2019/04/02,2,10,18,25,45,46,
2019/04/02,7,9,17,20,21,34,
2019/04/03,1,11,17,31,39,49,
2019/04/03,1,2,5,17,30,41,
2019/04/03,6,14,24,26,39,49,
2019/04/04,15,19,24,26,33,43,
2019/04/04,11,24,27,34,40,43,
2019/04/04,5,27,31,34,38,42,
2019/04/05,11,18,19,22,37,49,
2019/04/05,12,13,17,33,42,48,
2019/04/05,3,10,16,32,36,38,
2019/04/06,1,24,26,34,42,45,
2019/04/06,9,17,24,26,31,49,
2019/04/06,8,10,24,32,38,43,
2019/04/07,7,12,13,19,27,42,
2019/04/07,8,14,26,43,46,48,
2019/04/07,5,26,36,42,44,48,
2019/04/08,6,7,10,20,28,31,
2019/04/08,12,18,23,27,29,39,
2019/04/08,5,16,18,21,22,45,
2019/04/09,1,14,17,26,39,44,
2019/04/09,2,6,19,27,36,41,
2019/04/09,5,10,13,16,29,44,
2019/04/10,10,12,16,27,41,43,
2019/04/10,2,17,20,33,38,49,
2019/04/10,4,6,8,11,30,38,
2019/04/11,3,11,15,21,40,41,
2019/04/11,3,10,21,23,27,44,
2019/04/11,4,8,14,21,37,40,
2019/04/12,13,22,24,29,36,43,
2019/04/12,15,19,25,29,33,36,
2019/04/12,1,21,22,32,36,47,
2019/04/13,3,9,16,18,23,34,
2019/04/13,3,24,26,30,31,45,
2019/04/13,11,22,27,41,43,48,
2019/04/14,24,25,32,37,41,48,
2019/04/14,8,9,19,38,42,46,
2019/04/14,9,26,31,34,41,48,
2019/04/15,4,9,16,33,35,41,
2019/04/15,4,10,31,35,37,46,
2019/04/15,4,12,23,42,47,48,
2019/04/16,7,25,30,31,37,47,
2019/04/16,15,16,23,25,28,46,
2019/04/16,2,6,9,13,17,23,
2019/04/17,10,14,24,29,43,46,
2019/04/17,4,17,22,29,44,45,
2019/04/17,4,12,14,19,36,47,
2019/04/18,2,8,10,14,15,41,
2019/04/18,4,6,9,27,39,43,
2019/04/18,7,16,29,31,33,47,
2019/04/19,4,6,30,38,43,45,
2019/04/19,14,18,28,33,37,45,
2019/04/19,27,31,36,39,46,48,
2019/04/20,2,17,18,27,30,31,
2019/04/20,15,23,26,30,39,44,
2019/04/20,11,12,13,36,37,49,
2019/04/21,8,13,16,33,37,42,
2019/04/21,9,21,25,31,41,43,
2019/04/21,2,7,15,19,26,30,
2019/04/22,15,26,28,30,31,39,
2019/04/22,8,19,24,27,32,36,
2019/04/22,22,25,30,34,36,40,
2019/04/23,23,35,42,44,47,48,
2019/04/23,11,14,17,30,34,36,
2019/04/23,8,13,23,24,46,47,
2019/04/24,5,15,24,33,38,40,
2019/04/24,4,18,22,30,31,33,
2019/04/24,9,19,26,27,33,42,
2019/04/25,5,7,11,12,33,40,
2019/04/25,3,17,26,32,38,48,
2019/04/25,10,13,20,32,33,38,
2019/04/26,2,3,18,21,22,34,
2019/04/26,20,21,26,30,32,43,
2019/04/26,3,8,19,25,34,35,
2019/04/27,1,10,18,36,42,46,
2019/04/27,1,16,36,40,41,42,
2019/04/27,6,14,25,27,41,47,
2019/04/28,2,21,35,39,43,45,
2019/04/28,7,11,15,17,22,28,
2019/04/28,5,10,20,21,32,47,
2019/04/29,11,16,24,30,32,40,
2019/04/29,1,11,19,36,43,48,
2019/04/29,10,11,22,38,45,48,
2019/04/30,4,27,30,38,44,46,
2019/04/30,1,6,11,14,25,36,
2019/04/30,10,16,32,34,39,42,
2019/05/01,11,21,26,31,34,43,
2019/05/01,9,18,28,45,46,48,
2019/05/01,4,9,11,28,32,35,
2019/05/02,5,13,23,29,30,38,
2019/05/02,3,15,21,27,36,48,
2019/05/02,13,16,18,21,24,27,
2019/05/03,5,8,13,14,15,27,
2019/05/03,9,14,17,43,46,48,
2019/05/03,6,23,26,32,45,46,
2019/05/04,6,10,19,28,32,37,
2019/05/04,5,11,15,28,36,40,
2019/05/04,8,9,13,17,40,46,
2019/05/05,9,27,30,31,40,49,
2019/05/05,3,13,19,23,36,42,
2019/05/05,18,32,34,40,41,42,
2019/05/06,13,14,29,31,33,36,
2019/05/06,3,17,22,24,28,33,
2019/05/06,6,8,31,41,45,48,
2019/05/07,1,9,11,13,15,21,
2019/05/07,4,8,13,46,47,48,
2019/05/07,14,23,25,32,35,42,
2019/05/08,1,6,13,17,28,30,
2019/05/08,2,12,33,36,40,49,
2019/05/08,2,12,31,42,45,48,
2019/05/09,1,11,25,37,38,48,
2019/05/09,5,16,24,30,42,48,
2019/05/09,6,22,30,39,41,48,
2019/05/10,3,6,17,38,39,45,
2019/05/10,2,4,23,29,41,44,
2019/05/10,4,9,18,21,32,33,
2019/05/11,3,4,6,27,32,44,
2019/05/11,8,17,27,30,31,43,
2019/05/11,1,6,29,38,41,45,
2019/05/12,3,4,5,13,19,23,
2019/05/12,8,9,14,40,46,48,
2019/05/12,4,11,14,26,39,40,
2019/05/13,4,19,20,27,39,48,
2019/05/13,1,11,17,18,28,38,
2019/05/13,5,15,29,30,38,39,
2019/05/14,2,19,25,27,35,41,
2019/05/14,1,12,21,24,25,30,
2019/05/14,13,24,28,31,47,48,
2019/05/15,6,10,19,28,31,39,
2019/05/15,22,26,27,28,47,49,
2019/05/15,3,4,26,28,40,47,
2019/05/16,4,6,16,20,25,43,
2019/05/16,15,16,31,40,42,43,
2019/05/16,2,21,23,33,34,38,
2019/05/17,1,21,33,36,41,48,
2019/05/17,1,2,10,19,23,41,
2019/05/17,3,17,19,26,35,49,
2019/05/18,1,9,23,24,27,46,
2019/05/18,4,8,17,22,30,47,
2019/05/18,1,7,20,29,32,48,
2019/05/19,8,10,12,31,42,43,
2019/05/19,31,33,34,38,40,46,
2019/05/19,13,14,21,45,46,49,
2019/05/20,12,17,19,26,39,42,
2019/05/20,4,17,23,42,45,48,
2019/05/20,2,16,23,30,31,44,
2019/05/21,1,2,30,42,45,46,
2019/05/21,7,16,17,40,45,46,
2019/05/21,9,18,19,23,38,42,
2019/05/22,10,20,26,34,38,46,
2019/05/22,14,22,27,28,32,38,
2019/05/22,12,23,32,38,41,44,
2019/05/23,10,17,19,39,45,46,
2019/05/23,8,14,20,25,26,45,
2019/05/23,2,17,18,28,31,43,
2019/05/24,10,17,19,22,40,41,
2019/05/24,1,27,29,35,37,49,
2019/05/24,10,14,21,37,43,48,
2019/05/25,2,4,6,10,41,42,
2019/05/25,26,27,31,34,35,48,
2019/05/25,2,4,5,14,35,47,
2019/05/26,7,12,26,31,33,45,
2019/05/26,5,18,40,41,43,49,
2019/05/26,3,11,14,41,42,48,
2019/05/27,1,7,11,14,32,42,
2019/05/27,4,9,15,18,37,49,
2019/05/27,10,12,21,27,35,39,
2019/05/28,3,12,21,40,46,47,
2019/05/28,1,2,6,20,23,29,
2019/05/28,3,8,12,14,19,35,
2019/05/29,2,20,21,22,27,48,
2019/05/29,7,17,27,33,41,46,
2019/05/29,8,11,23,33,38,48,
2019/05/30,7,10,19,23,43,48,
2019/05/30,10,13,16,17,20,32,
2019/05/30,6,10,11,19,20,26,
2019/05/31,12,16,17,20,31,36,
2019/05/31,6,25,27,32,39,42,
2019/05/31,12,17,18,25,28,44,
2019/06/01,4,28,29,32,37,48,
2019/06/01,3,7,29,30,35,45,
2019/06/01,3,21,25,28,37,49,
2019/06/02,2,5,7,40,42,48,
2019/06/02,1,12,15,16,32,40,
2019/06/02,5,6,21,22,36,37,
2019/06/03,1,3,7,31,36,42,
2019/06/03,14,26,35,42,44,45,
2019/06/03,4,16,21,22,39,46,
2019/06/04,12,24,29,36,41,42,
2019/06/04,12,35,36,37,40,46,
2019/06/04,17,19,23,28,36,47,
2019/06/05,3,9,11,17,30,39,
2019/06/05,3,10,20,24,30,39,
2019/06/05,1,12,24,29,34,40,
2019/06/06,6,16,18,42,45,46,
2019/06/06,14,24,32,34,39,42,
2019/06/06,1,2,9,21,35,41,
2019/06/07,8,14,21,47,48,49,
2019/06/07,1,8,17,25,27,47,
2019/06/07,5,11,23,27,35,39,
2019/06/08,10,13,21,26,29,32,
2019/06/08,13,22,23,30,41,48,
2019/06/08,12,18,19,34,38,46,
2019/06/09,25,32,35,36,44,45,
2019/06/09,2,3,18,30,38,40,
2019/06/09,22,24,31,34,37,38,
2019/06/10,10,25,31,34,36,39,
2019/06/10,8,13,22,23,25,31,
2019/06/10,8,9,11,34,36,38,
2019/06/11,8,14,17,32,41,44,
2019/06/11,8,9,11,22,25,44,
2019/06/11,16,20,21,35,39,48,
2019/06/12,1,5,11,14,31,46,
2019/06/12,4,26,32,38,41,43,
2019/06/12,3,21,25,37,40,44,
2019/06/13,1,4,18,27,47,49,
2019/06/13,9,14,15,20,26,42,
2019/06/13,13,17,26,28,36,47,
2019/06/14,3,9,21,31,40,43,
2019/06/14,9,10,26,40,42,43,
2019/06/14,14,19,26,37,41,46,
2019/06/15,6,17,24,27,31,32,
2019/06/15,10,25,29,34,43,49,
2019/06/15,2,5,15,27,42,46,
2019/06/16,5,10,25,31,33,44,
2019/06/16,5,8,22,26,33,36,
2019/06/16,4,8,16,17,22,42,
2019/06/17,1,3,20,21,25,48,
2019/06/17,3,5,11,26,34,45,
2019/06/17,11,21,22,34,39,44,
2019/06/18,5,24,28,37,44,45,
2019/06/18,4,12,17,24,37,38,
2019/06/18,7,21,23,25,31,47,
2019/06/19,1,5,15,30,36,44,
2019/06/19,5,7,11,25,35,46,
2019/06/19,4,6,22,26,28,30,
2019/06/20,4,6,17,18,19,45,
2019/06/20,3,7,15,28,36,40,
2019/06/20,18,20,31,41,47,49,
2019/06/21,4,9,19,23,28,45,
2019/06/21,10,17,24,42,48,49,
2019/06/21,3,11,15,23,30,37,
2019/06/22,7,19,26,35,38,44,
2019/06/22,6,14,15,34,37,49,
2019/06/22,9,11,14,20,39,43,
2019/06/23,14,17,22,34,37,42,
2019/06/23,1,2,7,9,35,36,
2019/06/23,3,12,18,24,26,34,
2019/06/24,11,22,30,31,40,42,
2019/06/24,14,18,33,36,37,39,
2019/06/24,7,28,33,42,43,44,
2019/06/25,5,8,11,20,36,43,
2019/06/25,8,13,28,32,40,43,
2019/06/25,19,26,31,32,34,40,
2019/06/26,10,12,20,29,40,42,
2019/06/26,6,21,32,36,38,41,
2019/06/26,3,12,23,28,44,47,
2019/06/27,13,19,24,32,43,49,
2019/06/27,7,8,9,19,28,34,
2019/06/27,2,6,7,17,43,44,
2019/06/28,11,27,28,30,36,40,
2019/06/28,6,11,12,20,37,43,
2019/06/28,12,14,31,35,36,45,
2019/06/29,12,14,15,20,25,35,
2019/06/29,2,3,6,10,18,28,
2019/06/29,8,9,16,38,42,43,
2019/06/30,26,27,30,41,46,48,
2019/06/30,12,18,19,24,31,33,
2019/06/30,11,31,34,35,41,43,
2019/07/01,4,10,14,33,39,44,
2019/07/01,5,21,30,32,33,43,
2019/07/01,9,14,15,39,43,44,
2019/07/02,5,9,17,32,33,45,
2019/07/02,3,4,16,17,29,39,
2019/07/02,11,17,21,27,29,34,
2019/07/03,7,10,13,20,31,45,
2019/07/03,6,7,18,40,45,46,
2019/07/03,1,4,17,24,38,47,
2019/07/04,1,2,21,22,24,43,
2019/07/04,4,11,13,26,28,42,
2019/07/04,9,15,24,28,29,44,
2019/07/05,3,4,6,7,35,38,
2019/07/05,1,20,37,42,43,49,
2019/07/05,11,14,15,18,27,30,
2019/07/06,2,12,26,33,41,46,
2019/07/06,1,8,16,18,43,46,
2019/07/06,9,13,21,25,39,47,
2019/07/07,2,9,28,33,36,47,
2019/07/07,9,11,20,27,34,48,
2019/07/07,11,20,23,29,37,49,
2019/07/08,1,10,18,21,27,41,
2019/07/08,8,10,14,26,35,47,
2019/07/08,2,7,10,23,27,40,
2019/07/09,2,5,19,22,27,35,
2019/07/09,4,10,14,29,39,47,
2019/07/09,14,19,23,36,39,47,
2019/07/10,2,13,20,30,34,44,
2019/07/10,2,5,8,37,38,49,
2019/07/10,1,3,20,27,32,36,
2019/07/11,2,6,20,23,40,46,
2019/07/11,2,4,10,30,32,41,
2019/07/11,8,9,12,18,34,43,
2019/07/12,16,18,22,34,36,43,
2019/07/12,7,8,22,24,31,43,
2019/07/12,4,7,9,40,41,46,
2019/07/13,2,15,22,23,29,43,
2019/07/13,4,16,17,38,42,49,
2019/07/13,8,13,16,23,27,34,
2019/07/14,7,10,17,35,36,37,
2019/07/14,1,2,6,12,24,28,
2019/07/14,1,7,13,16,36,45,
2019/07/15,10,11,12,13,20,23,
2019/07/15,2,6,12,29,36,46,
2019/07/15,10,13,27,36,44,47,
2019/07/16,3,5,19,21,25,26,
2019/07/16,4,6,15,21,43,47,
2019/07/16,4,15,28,35,42,48,
2019/07/17,1,13,15,28,32,42,
2019/07/17,5,9,10,12,13,17,
2019/07/17,11,12,29,35,39,47,
2019/07/18,6,17,30,32,34,45,
2019/07/18,3,4,20,21,23,47,
2019/07/18,4,7,11,13,18,34,
2019/07/19,1,2,5,26,39,48,
2019/07/19,8,9,15,26,32,33,
2019/07/19,31,34,41,44,45,46,
2019/07/20,2,6,8,19,43,49,
2019/07/20,4,5,19,27,36,38,
2019/07/20,1,3,5,29,38,39,
2019/07/21,9,16,20,25,30,32,
2019/07/21,2,17,21,24,25,45,
2019/07/21,4,5,16,22,33,38,
2019/07/22,4,10,24,32,36,43,
2019/07/22,8,24,26,35,39,49,
2019/07/22,4,24,25,35,38,47,
2019/07/23,1,2,8,11,27,45,
2019/07/23,12,20,24,34,48,49,
2019/07/23,6,27,29,30,39,43,
2019/07/24,5,9,10,14,39,45,
2019/07/24,10,12,22,34,38,49,
2019/07/24,4,9,10,17,24,45,
2019/07/25,8,24,32,39,42,43,
2019/07/25,3,18,36,42,47,48,
2019/07/25,17,24,28,36,44,49,
2019/07/26,27,28,37,38,43,45,
2019/07/26,3,7,10,30,36,37,
2019/07/26,2,3,23,27,34,35,
2019/07/27,2,5,12,16,41,42,
2019/07/27,16,28,33,39,43,49,
2019/07/27,3,6,17,27,32,37,
2019/07/28,6,12,13,17,19,43,
2019/07/28,2,5,19,23,44,49,
2019/07/28,1,11,13,24,29,41,
2019/07/29,1,16,17,25,34,35,
2019/07/29,5,20,28,33,34,41,
2019/07/29,3,4,7,17,28,34,
2019/07/30,3,17,25,39,43,46,
2019/07/30,11,18,23,29,43,47,
2019/07/30,3,7,20,38,41,47,
2019/07/31,12,17,32,34,39,47,
2019/07/31,3,5,13,14,24,31,
2019/07/31,8,9,11,26,34,35,
2019/08/01,13,14,35,40,42,46,
2019/08/01,4,6,13,22,27,39,
2019/08/01,1,25,26,27,38,42,
2019/08/02,6,13,14,18,23,26,
2019/08/02,7,10,30,39,46,49,
2019/08/02,7,14,21,27,34,47,
2019/08/03,10,13,26,28,29,49,
2019/08/03,7,9,10,26,44,49,
2019/08/03,6,14,16,18,34,49,
2019/08/04,6,8,15,19,37,45,
2019/08/04,4,16,22,23,40,49,
2019/08/04,2,17,34,35,39,42,
2019/08/05,12,24,39,46,47,49,
2019/08/05,3,4,8,16,22,27,
2019/08/05,6,8,15,21,29,39,
2019/08/06,13,14,16,20,21,25,
2019/08/06,2,12,16,18,32,43,
2019/08/06,20,26,33,38,43,45,
2019/08/07,19,21,35,39,41,45,
2019/08/07,1,8,21,30,34,40,
2019/08/07,7,23,27,29,41,44,
2019/08/08,3,7,9,24,26,37,
2019/08/08,8,12,19,40,45,49,
2019/08/08,13,19,33,35,42,45,
2019/08/09,11,23,31,39,44,47,
2019/08/09,3,9,25,28,33,44,
2019/08/09,1,10,13,18,40,46,
2019/08/10,2,7,15,18,31,45,
2019/08/10,3,17,38,39,45,48,
2019/08/10,4,5,16,23,44,45,
2019/08/11,6,8,10,12,32,49,
2019/08/11,20,27,29,32,44,46,
2019/08/11,7,14,37,38,46,48,
2019/08/12,12,21,24,28,33,49,
2019/08/12,4,8,21,24,38,46,
2019/08/12,5,11,19,24,32,34,
2019/08/13,15,19,24,25,44,48,
2019/08/13,7,14,28,34,45,47,
2019/08/13,4,15,18,24,29,42,
2019/08/14,5,19,20,21,40,45,
2019/08/14,8,9,22,41,45,49,
2019/08/14,1,18,41,43,44,48,
2019/08/15,22,31,37,38,42,46,
2019/08/15,4,9,20,28,47,48,
2019/08/15,15,23,24,30,33,38,
2019/08/16,15,16,17,27,40,47,
2019/08/16,16,17,31,33,37,43,
2019/08/16,15,20,23,24,40,49,
2019/08/17,3,5,13,25,44,46,
2019/08/17,15,21,24,27,35,39,
2019/08/17,13,28,29,40,46,47,
2019/08/18,11,20,32,33,41,45,
2019/08/18,15,18,24,27,36,37,
2019/08/18,2,3,11,12,16,33,
2019/08/19,3,18,23,30,38,43,
2019/08/19,6,8,21,30,36,39,
2019/08/19,1,12,22,35,44,45,
2019/08/20,2,5,16,40,47,49,
2019/08/20,7,18,27,30,34,46,
2019/08/20,2,9,19,21,41,43,
2019/08/21,6,22,23,24,27,34,
2019/08/21,2,34,41,43,45,46,
2019/08/21,2,5,10,16,22,49,
2019/08/22,4,8,35,42,44,47,
2019/08/22,1,7,10,19,22,29,
2019/08/22,19,24,27,31,32,48,
2019/08/23,2,4,5,23,25,27,
2019/08/23,2,4,14,17,36,45,
2019/08/23,1,27,33,37,47,48,
2019/08/24,2,7,8,22,31,45,
2019/08/24,31,36,41,42,46,48,
2019/08/24,12,23,25,30,36,49,
2019/08/25,2,10,14,15,28,30,
2019/08/25,6,12,20,27,28,49,
2019/08/25,7,25,32,33,38,41,
2019/08/26,3,10,25,31,45,47,
2019/08/26,1,4,9,38,43,44,
2019/08/26,3,4,19,21,30,37,
2019/08/27,5,12,15,16,28,43,
2019/08/27,1,10,38,41,47,48,
2019/08/27,22,26,37,40,41,49,
2019/08/28,6,15,17,18,35,47,
2019/08/28,9,18,25,29,38,40,
2019/08/28,28,31,35,37,41,49,
2019/08/29,10,16,17,28,32,37,
2019/08/29,9,29,33,41,42,49,
2019/08/29,6,14,15,32,35,37,
2019/08/30,13,14,33,37,39,43,
2019/08/30,2,12,25,27,29,48,
2019/08/30,1,19,31,34,35,39,
2019/08/31,5,10,13,30,35,46,
2019/08/31,5,10,30,33,36,39,
2019/08/31,3,22,30,40,42,46,
2019/09/01,2,6,25,27,38,42,
2019/09/01,7,20,22,26,33,40,
2019/09/01,3,20,26,28,42,49,
2019/09/02,7,10,11,17,46,48,
2019/09/02,12,24,28,29,37,46,
2019/09/02,2,15,19,21,27,42,
2019/09/03,1,6,13,32,35,37,
2019/09/03,16,17,19,29,43,46,
2019/09/03,4,13,15,25,29,40,
2019/09/04,2,5,17,25,27,31,
2019/09/04,5,6,12,23,27,43,
2019/09/04,5,18,23,29,32,43,
2019/09/05,3,12,14,39,42,44,
2019/09/05,2,11,24,27,44,46,
2019/09/05,4,10,14,16,27,36,
2019/09/06,5,25,30,34,41,48,
2019/09/06,9,24,30,31,41,47,
2019/09/06,6,15,18,29,33,39,
2019/09/07,3,6,22,25,32,45,
2019/09/07,18,20,21,32,33,49,
2019/09/07,13,15,22,33,35,48,
2019/09/08,12,19,31,40,48,49,
2019/09/08,4,7,18,22,28,47,
2019/09/08,16,17,23,26,31,43,
2019/09/09,5,11,24,27,30,33,
2019/09/09,3,21,23,35,36,47,
2019/09/09,9,22,24,39,41,43,
2019/09/10,1,3,8,12,31,48,
2019/09/10,1,5,10,20,39,47,
2019/09/10,1,3,18,43,45,48,
2019/09/11,14,20,24,38,45,49,
2019/09/11,1,2,19,21,30,37,
2019/09/11,2,19,24,28,36,49,
2019/09/12,4,7,8,10,18,49,
2019/09/12,12,13,27,28,36,49,
2019/09/12,2,7,17,23,34,39,
2019/09/13,2,5,14,41,44,46,
2019/09/13,1,10,12,15,21,36,
2019/09/13,1,3,30,35,37,49,
2019/09/14,15,23,34,43,46,48,
2019/09/14,5,17,23,31,35,49,
2019/09/14,11,14,18,21,28,46,
2019/09/15,4,8,16,33,37,45,
2019/09/15,1,7,17,28,40,41,
2019/09/15,21,24,29,34,39,44,
2019/09/16,4,12,18,23,25,34,
2019/09/16,3,24,28,32,35,48,
2019/09/16,16,32,33,36,38,44,
2019/09/17,13,30,34,35,41,44,
2019/09/17,6,8,17,32,34,46,
2019/09/17,11,13,32,37,39,42,
2019/09/18,2,26,29,40,42,45,
2019/09/18,10,14,16,19,27,37,
2019/09/18,10,13,24,27,29,42,
2019/09/19,2,6,34,35,36,40,
2019/09/19,15,31,33,34,39,40,
2019/09/19,2,5,19,22,25,45,
2019/09/20,11,20,24,43,46,47,
2019/09/20,1,11,22,27,41,44,
2019/09/20,9,18,25,26,35,38,
2019/09/21,2,20,23,25,41,48,
2019/09/21,9,31,34,38,42,47,
2019/09/21,3,13,27,36,44,49,
2019/09/22,4,18,27,31,40,46,
2019/09/22,1,8,12,14,22,46,
2019/09/22,5,9,17,22,25,35,
2019/09/23,11,22,23,28,42,49,
2019/09/23,2,3,6,27,28,40,
2019/09/23,7,22,24,30,36,44,
2019/09/24,3,4,7,10,33,34,
2019/09/24,7,22,23,24,36,39,
2019/09/24,12,13,15,23,29,34,
2019/09/25,1,12,15,20,40,44,
2019/09/25,5,24,36,40,41,43,
2019/09/25,13,18,19,33,37,44,
2019/09/26,8,18,25,30,35,40,
2019/09/26,1,3,4,28,40,44,
2019/09/26,5,19,21,23,39,41,
2019/09/27,19,23,27,35,48,49,
2019/09/27,1,11,20,22,35,38,
2019/09/27,19,26,27,28,47,48,
