field,current_value,next_value,current_date,next_date
n5,23,35,2011-04-06,2011-04-07
n5,35,33,2011-04-07,2011-04-08
n5,33,34,2011-04-08,2011-04-09
n5,34,32,2011-04-09,2011-04-11
n5,32,37,2011-04-11,2011-04-12
n5,37,32,2011-04-12,2011-04-13
n5,32,37,2011-04-13,2011-04-14
n5,37,37,2011-04-14,2011-04-15
n5,37,35,2011-04-15,2011-04-16
n5,35,30,2011-04-16,2011-04-18
n5,30,38,2011-04-18,2011-04-19
n5,38,35,2011-04-19,2011-04-20
n5,35,37,2011-04-20,2011-04-21
n5,37,26,2011-04-21,2011-04-22
n5,26,33,2011-04-22,2011-04-23
n5,33,32,2011-04-23,2011-04-25
n5,32,38,2011-04-25,2011-04-26
n5,38,39,2011-04-26,2011-04-27
n5,39,38,2011-04-27,2011-04-28
n5,38,38,2011-04-28,2011-04-29
n5,38,39,2011-04-29,2011-04-30
n5,39,36,2011-04-30,2011-05-02
n5,36,37,2011-05-02,2011-05-03
n5,37,26,2011-05-03,2011-05-04
n5,26,35,2011-05-04,2011-05-05
n5,35,32,2011-05-05,2011-05-06
n5,32,24,2011-05-06,2011-05-07
n5,24,38,2011-05-07,2011-05-09
n5,38,36,2011-05-09,2011-05-10
n5,36,36,2011-05-10,2011-05-11
n5,36,34,2011-05-11,2011-05-12
n5,34,23,2011-05-12,2011-05-13
n5,23,30,2011-05-13,2011-05-14
n5,30,38,2011-05-14,2011-05-16
n5,38,27,2011-05-16,2011-05-17
n5,27,39,2011-05-17,2011-05-18
n5,39,37,2011-05-18,2011-05-19
n5,37,37,2011-05-19,2011-05-20
n5,37,32,2011-05-20,2011-05-21
n5,32,35,2011-05-21,2011-05-23
n5,35,39,2011-05-23,2011-05-24
n5,39,37,2011-05-24,2011-05-25
n5,37,37,2011-05-25,2011-05-26
n5,37,25,2011-05-26,2011-05-27
n5,25,39,2011-05-27,2011-05-28
n5,39,36,2011-05-28,2011-05-30
n5,36,39,2011-05-30,2011-05-31
n5,39,39,2011-05-31,2011-06-01
n5,39,28,2011-06-01,2011-06-02
n5,28,30,2011-06-02,2011-06-03
n5,30,38,2011-06-03,2011-06-04
n5,38,34,2011-06-04,2011-06-06
n5,34,17,2011-06-06,2011-06-07
n5,17,30,2011-06-07,2011-06-08
n5,30,35,2011-06-08,2011-06-09
n5,35,36,2011-06-09,2011-06-10
n5,36,37,2011-06-10,2011-06-11
n5,37,38,2011-06-11,2011-06-13
n5,38,36,2011-06-13,2011-06-14
n5,36,32,2011-06-14,2011-06-15
n5,32,38,2011-06-15,2011-06-16
n5,38,38,2011-06-16,2011-06-17
n5,38,34,2011-06-17,2011-06-18
n5,34,35,2011-06-18,2011-06-20
n5,35,31,2011-06-20,2011-06-21
n5,31,39,2011-06-21,2011-06-22
n5,39,39,2011-06-22,2011-06-23
n5,39,33,2011-06-23,2011-06-24
n5,33,38,2011-06-24,2011-06-25
n5,38,20,2011-06-25,2011-06-27
n5,20,39,2011-06-27,2011-06-28
n5,39,35,2011-06-28,2011-06-29
n5,35,30,2011-06-29,2011-06-30
n5,30,28,2011-06-30,2011-07-01
n5,28,36,2011-07-01,2011-07-02
n5,36,30,2011-07-02,2011-07-04
n5,30,36,2011-07-04,2011-07-05
n5,36,36,2011-07-05,2011-07-06
n5,36,39,2011-07-06,2011-07-07
n5,39,38,2011-07-07,2011-07-08
n5,38,30,2011-07-08,2011-07-09
n5,30,18,2011-07-09,2011-07-11
n5,18,31,2011-07-11,2011-07-12
n5,31,36,2011-07-12,2011-07-13
n5,36,33,2011-07-13,2011-07-14
n5,33,33,2011-07-14,2011-07-15
n5,33,36,2011-07-15,2011-07-16
n5,36,39,2011-07-16,2011-07-18
n5,39,39,2011-07-18,2011-07-19
n5,39,39,2011-07-19,2011-07-20
n5,39,30,2011-07-20,2011-07-21
n5,30,37,2011-07-21,2011-07-22
n5,37,31,2011-07-22,2011-07-23
n5,31,35,2011-07-23,2011-07-25
n5,35,36,2011-07-25,2011-07-26
n5,36,33,2011-07-26,2011-07-27
n5,33,36,2011-07-27,2011-07-28
n5,36,27,2011-07-28,2011-07-29
n5,27,17,2011-07-29,2011-07-30
n5,17,24,2011-07-30,2011-08-01
n5,24,39,2011-08-01,2011-08-02
n5,39,39,2011-08-02,2011-08-03
n5,39,38,2011-08-03,2011-08-04
n5,38,33,2011-08-04,2011-08-05
n5,33,28,2011-08-05,2011-08-06
n5,28,39,2011-08-06,2011-08-08
n5,39,35,2011-08-08,2011-08-09
n5,35,26,2011-08-09,2011-08-10
n5,26,37,2011-08-10,2011-08-11
n5,37,39,2011-08-11,2011-08-12
n5,39,28,2011-08-12,2011-08-13
n5,28,38,2011-08-13,2011-08-15
n5,38,22,2011-08-15,2011-08-16
n5,22,28,2011-08-16,2011-08-17
n5,28,34,2011-08-17,2011-08-18
n5,34,38,2011-08-18,2011-08-19
n5,38,31,2011-08-19,2011-08-20
n5,31,38,2011-08-20,2011-08-22
n5,38,30,2011-08-22,2011-08-23
n5,30,39,2011-08-23,2011-08-24
n5,39,37,2011-08-24,2011-08-25
n5,37,36,2011-08-25,2011-08-26
n5,36,35,2011-08-26,2011-08-27
n5,35,34,2011-08-27,2011-08-29
n5,34,36,2011-08-29,2011-08-30
n5,36,37,2011-08-30,2011-08-31
n5,37,38,2011-08-31,2011-09-01
n5,38,18,2011-09-01,2011-09-02
n5,18,37,2011-09-02,2011-09-03
n5,37,35,2011-09-03,2011-09-05
n5,35,34,2011-09-05,2011-09-06
n5,34,29,2011-09-06,2011-09-07
n5,29,36,2011-09-07,2011-09-08
n5,36,36,2011-09-08,2011-09-09
n5,36,35,2011-09-09,2011-09-10
n5,35,39,2011-09-10,2011-09-12
n5,39,16,2011-09-12,2011-09-13
n5,16,36,2011-09-13,2011-09-14
n5,36,34,2011-09-14,2011-09-15
n5,34,38,2011-09-15,2011-09-16
n5,38,38,2011-09-16,2011-09-17
n5,38,35,2011-09-17,2011-09-19
n5,35,37,2011-09-19,2011-09-20
n5,37,16,2011-09-20,2011-09-21
n5,16,32,2011-09-21,2011-09-22
n5,32,34,2011-09-22,2011-09-23
n5,34,39,2011-09-23,2011-09-24
n5,39,33,2011-09-24,2011-09-26
n5,33,35,2011-09-26,2011-09-27
n5,35,28,2011-09-27,2011-09-28
n5,28,28,2011-09-28,2011-09-29
n5,28,37,2011-09-29,2011-09-30
n5,37,27,2011-09-30,2011-10-01
n5,27,39,2011-10-01,2011-10-03
n5,39,38,2011-10-03,2011-10-04
n5,38,36,2011-10-04,2011-10-05
n5,36,38,2011-10-05,2011-10-06
n5,38,33,2011-10-06,2011-10-07
n5,33,33,2011-10-07,2011-10-08
n5,33,34,2011-10-08,2011-10-10
n5,34,29,2011-10-10,2011-10-11
n5,29,37,2011-10-11,2011-10-12
n5,37,39,2011-10-12,2011-10-13
n5,39,34,2011-10-13,2011-10-14
n5,34,31,2011-10-14,2011-10-15
n5,31,39,2011-10-15,2011-10-17
n5,39,26,2011-10-17,2011-10-18
n5,26,29,2011-10-18,2011-10-19
n5,29,39,2011-10-19,2011-10-20
n5,39,37,2011-10-20,2011-10-21
n5,37,39,2011-10-21,2011-10-22
n5,39,34,2011-10-22,2011-10-24
n5,34,39,2011-10-24,2011-10-25
n5,39,36,2011-10-25,2011-10-26
n5,36,35,2011-10-26,2011-10-27
n5,35,27,2011-10-27,2011-10-28
n5,27,37,2011-10-28,2011-10-29
n5,37,38,2011-10-29,2011-10-31
n5,38,37,2011-10-31,2011-11-01
n5,37,38,2011-11-01,2011-11-02
n5,38,39,2011-11-02,2011-11-03
n5,39,38,2011-11-03,2011-11-04
n5,38,34,2011-11-04,2011-11-05
n5,34,39,2011-11-05,2011-11-07
n5,39,27,2011-11-07,2011-11-08
n5,27,28,2011-11-08,2011-11-09
n5,28,28,2011-11-09,2011-11-10
n5,28,33,2011-11-10,2011-11-11
n5,33,35,2011-11-11,2011-11-12
n5,35,30,2011-11-12,2011-11-14
n5,30,38,2011-11-14,2011-11-15
n5,38,32,2011-11-15,2011-11-16
n5,32,36,2011-11-16,2011-11-17
n5,36,37,2011-11-17,2011-11-18
n5,37,16,2011-11-18,2011-11-19
n5,16,25,2011-11-19,2011-11-21
n5,25,21,2011-11-21,2011-11-22
n5,21,36,2011-11-22,2011-11-23
n5,36,34,2011-11-23,2011-11-24
n5,34,30,2011-11-24,2011-11-25
n5,30,25,2011-11-25,2011-11-26
n5,25,30,2011-11-26,2011-11-28
n5,30,37,2011-11-28,2011-11-29
n5,37,24,2011-11-29,2011-11-30
n5,24,20,2011-11-30,2011-12-01
n5,20,37,2011-12-01,2011-12-02
n5,37,33,2011-12-02,2011-12-03
n5,33,38,2011-12-03,2011-12-05
n5,38,38,2011-12-05,2011-12-06
n5,38,34,2011-12-06,2011-12-07
n5,34,34,2011-12-07,2011-12-08
n5,34,35,2011-12-08,2011-12-09
n5,35,37,2011-12-09,2011-12-10
n5,37,22,2011-12-10,2011-12-12
n5,22,32,2011-12-12,2011-12-13
n5,32,30,2011-12-13,2011-12-14
n5,30,31,2011-12-14,2011-12-15
n5,31,29,2011-12-15,2011-12-16
n5,29,35,2011-12-16,2011-12-17
n5,35,34,2011-12-17,2011-12-19
n5,34,17,2011-12-19,2011-12-20
n5,17,32,2011-12-20,2011-12-21
n5,32,33,2011-12-21,2011-12-22
n5,33,32,2011-12-22,2011-12-23
n5,32,38,2011-12-23,2011-12-24
n5,38,33,2011-12-24,2011-12-26
n5,33,36,2011-12-26,2011-12-27
n5,36,28,2011-12-27,2011-12-28
n5,28,30,2011-12-28,2011-12-29
n5,30,38,2011-12-29,2011-12-30
n5,38,30,2011-12-30,2011-12-31
n5,30,35,2011-12-31,2012-01-02
n5,35,36,2012-01-02,2012-01-03
n5,36,31,2012-01-03,2012-01-04
n5,31,39,2012-01-04,2012-01-05
n5,39,29,2012-01-05,2012-01-06
n5,29,27,2012-01-06,2012-01-07
n5,27,35,2012-01-07,2012-01-09
n5,35,39,2012-01-09,2012-01-10
n5,39,39,2012-01-10,2012-01-11
n5,39,38,2012-01-11,2012-01-12
n5,38,35,2012-01-12,2012-01-13
n5,35,38,2012-01-13,2012-01-14
n5,38,29,2012-01-14,2012-01-16
n5,29,37,2012-01-16,2012-01-17
n5,37,31,2012-01-17,2012-01-18
n5,31,29,2012-01-18,2012-01-19
n5,29,30,2012-01-19,2012-01-20
n5,30,38,2012-01-20,2012-01-21
n5,38,29,2012-01-21,2012-01-23
n5,29,37,2012-01-23,2012-01-24
n5,37,39,2012-01-24,2012-01-25
n5,39,36,2012-01-25,2012-01-26
n5,36,37,2012-01-26,2012-01-27
n5,37,34,2012-01-27,2012-01-28
n5,34,38,2012-01-28,2012-01-30
n5,38,34,2012-01-30,2012-01-31
n5,34,36,2012-01-31,2012-02-01
n5,36,30,2012-02-01,2012-02-02
n5,30,39,2012-02-02,2012-02-03
n5,39,37,2012-02-03,2012-02-04
n5,37,37,2012-02-04,2012-02-06
n5,37,36,2012-02-06,2012-02-07
n5,36,39,2012-02-07,2012-02-08
n5,39,38,2012-02-08,2012-02-09
n5,38,37,2012-02-09,2012-02-10
n5,37,29,2012-02-10,2012-02-11
n5,29,26,2012-02-11,2012-02-13
n5,26,22,2012-02-13,2012-02-14
n5,22,33,2012-02-14,2012-02-15
n5,33,21,2012-02-15,2012-02-16
n5,21,39,2012-02-16,2012-02-17
n5,39,39,2012-02-17,2012-02-18
n5,39,35,2012-02-18,2012-02-20
n5,35,27,2012-02-20,2012-02-21
n5,27,32,2012-02-21,2012-02-22
n5,32,35,2012-02-22,2012-02-23
n5,35,38,2012-02-23,2012-02-24
n5,38,37,2012-02-24,2012-02-25
n5,37,37,2012-02-25,2012-02-27
n5,37,38,2012-02-27,2012-02-28
n5,38,35,2012-02-28,2012-02-29
n5,35,15,2012-02-29,2012-03-01
n5,15,38,2012-03-01,2012-03-02
n5,38,36,2012-03-02,2012-03-03
n5,36,36,2012-03-03,2012-03-05
n5,36,23,2012-03-05,2012-03-06
n5,23,20,2012-03-06,2012-03-07
n5,20,34,2012-03-07,2012-03-08
n5,34,36,2012-03-08,2012-03-09
n5,36,36,2012-03-09,2012-03-10
n5,36,35,2012-03-10,2012-03-12
n5,35,38,2012-03-12,2012-03-13
n5,38,12,2012-03-13,2012-03-14
n5,12,30,2012-03-14,2012-03-15
n5,30,36,2012-03-15,2012-03-16
n5,36,36,2012-03-16,2012-03-17
n5,36,35,2012-03-17,2012-03-19
n5,35,25,2012-03-19,2012-03-20
n5,25,35,2012-03-20,2012-03-21
n5,35,24,2012-03-21,2012-03-22
n5,24,30,2012-03-22,2012-03-23
n5,30,39,2012-03-23,2012-03-24
n5,39,37,2012-03-24,2012-03-26
n5,37,32,2012-03-26,2012-03-27
n5,32,36,2012-03-27,2012-03-28
n5,36,39,2012-03-28,2012-03-29
n5,39,38,2012-03-29,2012-03-30
n5,38,36,2012-03-30,2012-03-31
n5,36,32,2012-03-31,2012-04-02
n5,32,30,2012-04-02,2012-04-03
n5,30,39,2012-04-03,2012-04-04
n5,39,32,2012-04-04,2012-04-05
n5,32,36,2012-04-05,2012-04-06
n5,36,32,2012-04-06,2012-04-07
n5,32,25,2012-04-07,2012-04-09
n5,25,33,2012-04-09,2012-04-10
n5,33,32,2012-04-10,2012-04-11
n5,32,37,2012-04-11,2012-04-12
n5,37,38,2012-04-12,2012-04-13
n5,38,36,2012-04-13,2012-04-14
n5,36,21,2012-04-14,2012-04-16
n5,21,33,2012-04-16,2012-04-17
n5,33,38,2012-04-17,2012-04-18
n5,38,30,2012-04-18,2012-04-19
n5,30,33,2012-04-19,2012-04-20
n5,33,32,2012-04-20,2012-04-21
n5,32,36,2012-04-21,2012-04-23
n5,36,30,2012-04-23,2012-04-24
n5,30,33,2012-04-24,2012-04-25
n5,33,14,2012-04-25,2012-04-26
n5,14,32,2012-04-26,2012-04-27
n5,32,35,2012-04-27,2012-04-28
n5,35,32,2012-04-28,2012-04-30
n5,32,29,2012-04-30,2012-05-01
n5,29,39,2012-05-01,2012-05-02
n5,39,36,2012-05-02,2012-05-03
n5,36,38,2012-05-03,2012-05-04
n5,38,37,2012-05-04,2012-05-05
n5,37,37,2012-05-05,2012-05-07
n5,37,31,2012-05-07,2012-05-08
n5,31,33,2012-05-08,2012-05-09
n5,33,30,2012-05-09,2012-05-10
n5,30,38,2012-05-10,2012-05-11
n5,38,38,2012-05-11,2012-05-12
n5,38,34,2012-05-12,2012-05-14
n5,34,34,2012-05-14,2012-05-15
n5,34,35,2012-05-15,2012-05-16
n5,35,39,2012-05-16,2012-05-17
n5,39,38,2012-05-17,2012-05-18
n5,38,31,2012-05-18,2012-05-19
n5,31,23,2012-05-19,2012-05-21
n5,23,37,2012-05-21,2012-05-22
n5,37,39,2012-05-22,2012-05-23
n5,39,39,2012-05-23,2012-05-24
n5,39,32,2012-05-24,2012-05-25
n5,32,38,2012-05-25,2012-05-26
n5,38,32,2012-05-26,2012-05-28
n5,32,33,2012-05-28,2012-05-29
n5,33,39,2012-05-29,2012-05-30
n5,39,39,2012-05-30,2012-05-31
n5,39,38,2012-05-31,2012-06-01
n5,38,18,2012-06-01,2012-06-02
n5,18,34,2012-06-02,2012-06-04
n5,34,35,2012-06-04,2012-06-05
n5,35,29,2012-06-05,2012-06-06
n5,29,39,2012-06-06,2012-06-07
n5,39,27,2012-06-07,2012-06-08
n5,27,24,2012-06-08,2012-06-09
n5,24,38,2012-06-09,2012-06-11
n5,38,35,2012-06-11,2012-06-12
n5,35,25,2012-06-12,2012-06-13
n5,25,33,2012-06-13,2012-06-14
n5,33,38,2012-06-14,2012-06-15
n5,38,38,2012-06-15,2012-06-16
n5,38,26,2012-06-16,2012-06-18
n5,26,30,2012-06-18,2012-06-19
n5,30,37,2012-06-19,2012-06-20
n5,37,38,2012-06-20,2012-06-21
n5,38,16,2012-06-21,2012-06-22
n5,16,32,2012-06-22,2012-06-23
n5,32,37,2012-06-23,2012-06-25
n5,37,39,2012-06-25,2012-06-26
n5,39,37,2012-06-26,2012-06-27
n5,37,27,2012-06-27,2012-06-28
n5,27,37,2012-06-28,2012-06-29
n5,37,38,2012-06-29,2012-06-30
n5,38,27,2012-06-30,2012-07-02
n5,27,30,2012-07-02,2012-07-03
n5,30,35,2012-07-03,2012-07-04
n5,35,39,2012-07-04,2012-07-05
n5,39,36,2012-07-05,2012-07-06
n5,36,35,2012-07-06,2012-07-07
n5,35,26,2012-07-07,2012-07-09
n5,26,34,2012-07-09,2012-07-10
n5,34,37,2012-07-10,2012-07-11
n5,37,33,2012-07-11,2012-07-12
n5,33,21,2012-07-12,2012-07-13
n5,21,38,2012-07-13,2012-07-14
n5,38,37,2012-07-14,2012-07-16
n5,37,37,2012-07-16,2012-07-17
n5,37,35,2012-07-17,2012-07-18
n5,35,35,2012-07-18,2012-07-19
n5,35,31,2012-07-19,2012-07-20
n5,31,33,2012-07-20,2012-07-21
n5,33,38,2012-07-21,2012-07-23
n5,38,29,2012-07-23,2012-07-24
n5,29,37,2012-07-24,2012-07-25
n5,37,23,2012-07-25,2012-07-26
n5,23,37,2012-07-26,2012-07-27
n5,37,38,2012-07-27,2012-07-28
n5,38,37,2012-07-28,2012-07-30
n5,37,37,2012-07-30,2012-07-31
n5,37,36,2012-07-31,2012-08-01
n5,36,37,2012-08-01,2012-08-02
n5,37,28,2012-08-02,2012-08-03
n5,28,22,2012-08-03,2012-08-04
n5,22,33,2012-08-04,2012-08-06
n5,33,32,2012-08-06,2012-08-07
n5,32,39,2012-08-07,2012-08-08
n5,39,38,2012-08-08,2012-08-09
n5,38,28,2012-08-09,2012-08-10
n5,28,34,2012-08-10,2012-08-11
n5,34,39,2012-08-11,2012-08-13
n5,39,37,2012-08-13,2012-08-14
n5,37,25,2012-08-14,2012-08-15
n5,25,32,2012-08-15,2012-08-16
n5,32,38,2012-08-16,2012-08-17
n5,38,26,2012-08-17,2012-08-18
n5,26,39,2012-08-18,2012-08-20
n5,39,29,2012-08-20,2012-08-21
n5,29,26,2012-08-21,2012-08-22
n5,26,36,2012-08-22,2012-08-23
n5,36,39,2012-08-23,2012-08-24
n5,39,32,2012-08-24,2012-08-25
n5,32,17,2012-08-25,2012-08-27
n5,17,29,2012-08-27,2012-08-28
n5,29,39,2012-08-28,2012-08-29
n5,39,38,2012-08-29,2012-08-30
n5,38,37,2012-08-30,2012-08-31
n5,37,33,2012-08-31,2012-09-01
n5,33,39,2012-09-01,2012-09-03
n5,39,25,2012-09-03,2012-09-04
n5,25,31,2012-09-04,2012-09-05
n5,31,37,2012-09-05,2012-09-06
n5,37,25,2012-09-06,2012-09-07
n5,25,33,2012-09-07,2012-09-08
n5,33,37,2012-09-08,2012-09-10
n5,37,37,2012-09-10,2012-09-11
n5,37,25,2012-09-11,2012-09-12
n5,25,35,2012-09-12,2012-09-13
n5,35,39,2012-09-13,2012-09-14
n5,39,37,2012-09-14,2012-09-15
n5,37,39,2012-09-15,2012-09-17
n5,39,26,2012-09-17,2012-09-18
n5,26,32,2012-09-18,2012-09-19
n5,32,35,2012-09-19,2012-09-20
n5,35,36,2012-09-20,2012-09-21
n5,36,28,2012-09-21,2012-09-22
n5,28,37,2012-09-22,2012-09-24
n5,37,29,2012-09-24,2012-09-25
n5,29,36,2012-09-25,2012-09-26
n5,36,32,2012-09-26,2012-09-27
n5,32,37,2012-09-27,2012-09-28
n5,37,32,2012-09-28,2012-09-29
n5,32,38,2012-09-29,2012-10-01
n5,38,32,2012-10-01,2012-10-02
n5,32,24,2012-10-02,2012-10-03
n5,24,32,2012-10-03,2012-10-04
n5,32,34,2012-10-04,2012-10-05
n5,34,37,2012-10-05,2012-10-06
n5,37,34,2012-10-06,2012-10-08
n5,34,37,2012-10-08,2012-10-09
n5,37,36,2012-10-09,2012-10-10
n5,36,38,2012-10-10,2012-10-11
n5,38,31,2012-10-11,2012-10-12
n5,31,22,2012-10-12,2012-10-13
n5,22,23,2012-10-13,2012-10-15
n5,23,39,2012-10-15,2012-10-16
n5,39,35,2012-10-16,2012-10-17
n5,35,36,2012-10-17,2012-10-18
n5,36,32,2012-10-18,2012-10-19
n5,32,36,2012-10-19,2012-10-20
n5,36,35,2012-10-20,2012-10-22
n5,35,30,2012-10-22,2012-10-23
n5,30,32,2012-10-23,2012-10-24
n5,32,38,2012-10-24,2012-10-25
n5,38,34,2012-10-25,2012-10-26
n5,34,32,2012-10-26,2012-10-27
n5,32,22,2012-10-27,2012-10-29
n5,22,35,2012-10-29,2012-10-30
n5,35,35,2012-10-30,2012-10-31
n5,35,34,2012-10-31,2012-11-01
n5,34,31,2012-11-01,2012-11-02
n5,31,22,2012-11-02,2012-11-03
n5,22,39,2012-11-03,2012-11-05
n5,39,35,2012-11-05,2012-11-06
n5,35,32,2012-11-06,2012-11-07
n5,32,32,2012-11-07,2012-11-08
n5,32,33,2012-11-08,2012-11-09
n5,33,33,2012-11-09,2012-11-10
n5,33,38,2012-11-10,2012-11-12
n5,38,29,2012-11-12,2012-11-13
n5,29,36,2012-11-13,2012-11-14
n5,36,37,2012-11-14,2012-11-15
n5,37,31,2012-11-15,2012-11-16
n5,31,36,2012-11-16,2012-11-17
n5,36,30,2012-11-17,2012-11-19
n5,30,36,2012-11-19,2012-11-20
n5,36,39,2012-11-20,2012-11-21
n5,39,39,2012-11-21,2012-11-22
n5,39,31,2012-11-22,2012-11-23
n5,31,26,2012-11-23,2012-11-24
n5,26,35,2012-11-24,2012-11-26
n5,35,27,2012-11-26,2012-11-27
n5,27,38,2012-11-27,2012-11-28
n5,38,38,2012-11-28,2012-11-29
n5,38,37,2012-11-29,2012-11-30
n5,37,38,2012-11-30,2012-12-01
n5,38,37,2012-12-01,2012-12-03
n5,37,39,2012-12-03,2012-12-04
n5,39,19,2012-12-04,2012-12-05
n5,19,37,2012-12-05,2012-12-06
n5,37,31,2012-12-06,2012-12-07
n5,31,35,2012-12-07,2012-12-08
n5,35,37,2012-12-08,2012-12-10
n5,37,29,2012-12-10,2012-12-11
n5,29,34,2012-12-11,2012-12-12
n5,34,32,2012-12-12,2012-12-13
n5,32,36,2012-12-13,2012-12-14
n5,36,31,2012-12-14,2012-12-15
n5,31,36,2012-12-15,2012-12-17
n5,36,35,2012-12-17,2012-12-18
n5,35,37,2012-12-18,2012-12-19
n5,37,38,2012-12-19,2012-12-20
n5,38,37,2012-12-20,2012-12-21
n5,37,31,2012-12-21,2012-12-22
n5,31,35,2012-12-22,2012-12-24
n5,35,32,2012-12-24,2012-12-25
n5,32,31,2012-12-25,2012-12-26
n5,31,30,2012-12-26,2012-12-27
n5,30,38,2012-12-27,2012-12-28
n5,38,36,2012-12-28,2012-12-29
n5,36,31,2012-12-29,2012-12-31
n5,31,33,2012-12-31,2013-01-01
n5,33,35,2013-01-01,2013-01-02
n5,35,29,2013-01-02,2013-01-03
n5,29,33,2013-01-03,2013-01-04
n5,33,34,2013-01-04,2013-01-05
n5,34,39,2013-01-05,2013-01-07
n5,39,31,2013-01-07,2013-01-08
n5,31,33,2013-01-08,2013-01-09
n5,33,35,2013-01-09,2013-01-10
n5,35,39,2013-01-10,2013-01-11
n5,39,32,2013-01-11,2013-01-12
n5,32,39,2013-01-12,2013-01-14
n5,39,24,2013-01-14,2013-01-15
n5,24,29,2013-01-15,2013-01-16
n5,29,38,2013-01-16,2013-01-17
n5,38,37,2013-01-17,2013-01-18
n5,37,38,2013-01-18,2013-01-19
n5,38,29,2013-01-19,2013-01-21
n5,29,39,2013-01-21,2013-01-22
n5,39,34,2013-01-22,2013-01-23
n5,34,39,2013-01-23,2013-01-24
n5,39,37,2013-01-24,2013-01-25
n5,37,31,2013-01-25,2013-01-26
n5,31,33,2013-01-26,2013-01-28
n5,33,34,2013-01-28,2013-01-29
n5,34,39,2013-01-29,2013-01-30
n5,39,26,2013-01-30,2013-01-31
n5,26,39,2013-01-31,2013-02-01
n5,39,27,2013-02-01,2013-02-02
n5,27,37,2013-02-02,2013-02-04
n5,37,38,2013-02-04,2013-02-05
n5,38,34,2013-02-05,2013-02-06
n5,34,34,2013-02-06,2013-02-07
n5,34,36,2013-02-07,2013-02-08
n5,36,37,2013-02-08,2013-02-09
n5,37,39,2013-02-09,2013-02-11
n5,39,35,2013-02-11,2013-02-12
n5,35,33,2013-02-12,2013-02-13
n5,33,35,2013-02-13,2013-02-14
n5,35,36,2013-02-14,2013-02-15
n5,36,39,2013-02-15,2013-02-16
n5,39,25,2013-02-16,2013-02-18
n5,25,39,2013-02-18,2013-02-19
n5,39,24,2013-02-19,2013-02-20
n5,24,39,2013-02-20,2013-02-21
n5,39,38,2013-02-21,2013-02-22
n5,38,37,2013-02-22,2013-02-23
n5,37,27,2013-02-23,2013-02-25
n5,27,38,2013-02-25,2013-02-26
n5,38,37,2013-02-26,2013-02-27
n5,37,35,2013-02-27,2013-02-28
n5,35,19,2013-02-28,2013-03-01
n5,19,30,2013-03-01,2013-03-02
n5,30,32,2013-03-02,2013-03-04
n5,32,39,2013-03-04,2013-03-05
n5,39,39,2013-03-05,2013-03-06
n5,39,32,2013-03-06,2013-03-07
n5,32,39,2013-03-07,2013-03-08
n5,39,38,2013-03-08,2013-03-09
n5,38,33,2013-03-09,2013-03-11
n5,33,33,2013-03-11,2013-03-12
n5,33,39,2013-03-12,2013-03-13
n5,39,36,2013-03-13,2013-03-14
n5,36,39,2013-03-14,2013-03-15
n5,39,37,2013-03-15,2013-03-16
n5,37,36,2013-03-16,2013-03-18
n5,36,29,2013-03-18,2013-03-19
n5,29,37,2013-03-19,2013-03-20
n5,37,34,2013-03-20,2013-03-21
n5,34,32,2013-03-21,2013-03-22
n5,32,39,2013-03-22,2013-03-23
n5,39,38,2013-03-23,2013-03-25
n5,38,36,2013-03-25,2013-03-26
n5,36,31,2013-03-26,2013-03-27
n5,31,35,2013-03-27,2013-03-28
n5,35,39,2013-03-28,2013-03-29
n5,39,39,2013-03-29,2013-03-30
n5,39,31,2013-03-30,2013-04-01
n5,31,27,2013-04-01,2013-04-02
n5,27,33,2013-04-02,2013-04-03
n5,33,22,2013-04-03,2013-04-04
n5,22,32,2013-04-04,2013-04-05
n5,32,37,2013-04-05,2013-04-06
n5,37,31,2013-04-06,2013-04-08
n5,31,36,2013-04-08,2013-04-09
n5,36,20,2013-04-09,2013-04-10
n5,20,31,2013-04-10,2013-04-11
n5,31,34,2013-04-11,2013-04-12
n5,34,31,2013-04-12,2013-04-13
n5,31,28,2013-04-13,2013-04-15
n5,28,37,2013-04-15,2013-04-16
n5,37,37,2013-04-16,2013-04-17
n5,37,39,2013-04-17,2013-04-18
n5,39,37,2013-04-18,2013-04-19
n5,37,31,2013-04-19,2013-04-20
n5,31,34,2013-04-20,2013-04-22
n5,34,38,2013-04-22,2013-04-23
n5,38,37,2013-04-23,2013-04-24
n5,37,34,2013-04-24,2013-04-25
n5,34,35,2013-04-25,2013-04-26
n5,35,38,2013-04-26,2013-04-27
n5,38,37,2013-04-27,2013-04-29
n5,37,16,2013-04-29,2013-04-30
n5,16,37,2013-04-30,2013-05-01
n5,37,34,2013-05-01,2013-05-02
n5,34,34,2013-05-02,2013-05-03
n5,34,33,2013-05-03,2013-05-04
n5,33,37,2013-05-04,2013-05-06
n5,37,38,2013-05-06,2013-05-07
n5,38,39,2013-05-07,2013-05-08
n5,39,39,2013-05-08,2013-05-09
n5,39,35,2013-05-09,2013-05-10
n5,35,28,2013-05-10,2013-05-11
n5,28,27,2013-05-11,2013-05-13
n5,27,30,2013-05-13,2013-05-14
n5,30,37,2013-05-14,2013-05-15
n5,37,36,2013-05-15,2013-05-16
n5,36,36,2013-05-16,2013-05-17
n5,36,29,2013-05-17,2013-05-18
n5,29,24,2013-05-18,2013-05-20
n5,24,34,2013-05-20,2013-05-21
